Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA20_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA10_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
Q9BW27	Q9BW27		NUP85		193134	810231	462753	337859	65783.9	188186	560837	403456	591953	386742	569606		504073	415145	404876	369277	398720	424126	359170	369392	361474	364887	607971	412005	388704	420556		
Q9BW60	Q9BW60		ELOVL1		39170.8	125894			84399.2	44728.2	129995	140865	117709	93735.7	114623	88944.7	69266.6	104248	76585.1	84445.9	66994.9	80674.3		96117	97693.2		90548.8	84814.2		90898.4		
Q9BW83	Q9BW83		IFT27					118690		31206.6	100567			99823.6		82164.1	82335.9			114780			109060			100290	63765.8	60497.9	73638.9	58005.9		
Q9BWD1	Q9BWD1		ACAT2		285454	566934	587014	584302	565154	270193	572655	564292	558145	342241	540083	375459	433898	393664	345403	424370	393477	421224	380891	425536	406649	382205	357902	385968	399298	410944		
Q9BWE0	Q9BWE0		REPIN1		21576.4					12481.5																						
Q9BWF3	Q9BWF3		RBM4		2.65859e+06	6.82077e+06	7.1049e+06	7.00581e+06	6.55895e+06	2.60989e+06	6.72044e+06	6.00378e+06	6.93906e+06	4.52656e+06	7.69856e+06	4.58469e+06	4.37666e+06	4.68059e+06	5.63664e+06	5.81525e+06	5.41847e+06	5.63659e+06	5.52391e+06	5.60286e+06	5.44767e+06	5.41215e+06	4.02331e+06	4.16763e+06	4.0313e+06	4.18666e+06		
Q9BWH2	Q9BWH2		FUNDC2		142228					113296															717726							
Q9BWJ5	Q9BWJ5		SF3B5		37823.2					35058.9																						
Q9BWM7	Q9BWM7		SFXN3		535344	1.21334e+06	1.09149e+06	1.23048e+06	1.24429e+06	504214	1.13863e+06	1.33219e+06	1.20161e+06	1.04174e+06	1.05941e+06	1.14444e+06	1.11162e+06	1.13043e+06	1.03221e+06	976765	986238	1.01128e+06	1.00191e+06	1.0621e+06	997814	1.03287e+06	769274	721391	814597	821473		
Q9BX40	Q9BX40		LSM14B		18744.2			16855.9		16882.5															41302.8							
Q9BX68	Q9BX68		HINT2		297578	243666	376801	232855	200545	200686	218178	214894	259729	270409	255818	305669	282663	305237	202727	216116	194532	205869	219531	225014	222225	223144	225613	242729	222130	199944		
Q9BXJ9	Q9BXJ9		NAA15		164239	183556	189672	199259	155451	165687	164406	201318	155551	154352	145173	151222	168970	131584	164970	159921	169131	145212	138531	167431	145557	170702	166961	121526	125955	127882		
Q9BXP5	Q9BXP5		SRRT		679185	844364	827528	838051	779478	615064	740850	772993	831481	786285	753746	746382	782893	704100	801952	737121	740061	751803	790459	741269	718196	772363	780634	753743	725930	737694		
Q9BXR0	Q9BXR0		QTRT1		52385.2					50883.8									94478.8	109788		106259										
Q9BXS5	Q9BXS5		AP1M1		74706.4	34687.1		50405.5	43471.9	84570		25717.1	18657	28099.7	47196.3	53567.9	46753.6	58070.7	35842.9	53835.2	49861.3	51487.8	45743.5	27830.9	77608.8	35333.5		50521	79272	38875.9		
Q9BXS6	Q9BXS6		NUSAP1		76546.4					70297.6																						
Q9BXW7	Q9BXW7		HDHD5		11253.4	56627.5				11999.3					14887.4	41010.9		32853.2												32519		
Q9BXY0	Q9BXY0		MAK16		59666.2	316401	299303	339297	322269	56574.8	334031	296630	345266	282234	363423	294144	241307	222537	261396	275228	273052	255672	224150	231763	209027	187192	237341	272126	255000			
Q9BY32	Q9BY32		ITPA		173866	222322	204631	213447	253138	176157	240111	234040	258994	244178	227566	262434	214553	216391	207985	192914	230932	197616	241052	213791	204932	201153	317849	361004	337439	342248		
Q9BY42	Q9BY42		RTF2		59583.8	151048		243661		28871.7										182909	210162						227589		184199			
Q9BY43	Q9BY43		CHMP4A		141443	340478	336016	193841	311718	117475	343269	331396	243538	323566	280375	336937	306513	318999	337796	309859	293850	309394	280659	300201	295169	273859	248006	305023	161122	255779		
Q9BY44	Q9BY44		EIF2A		629178	715245	673309	672543	657693	645177	731273	852920	662140	593616	804238	577080	632117	555185	675191	641696	638413	689386	558905	624511	629725	643759	629872	608445	662463	647272		
Q9BY77	Q9BY77		POLDIP3		36930.1		35621.4	23353.7	49048.3	28838.3		55952.4		22974.5		21704.1		39619	56098.8	56431	39717.9		27457	34744.5	22714.2	50724.6			12610.7	24751		
Q9BYC9	Q9BYC9		MRPL20		11565					13553.6																						
Q9BYD1	Q9BYD1		MRPL13		822646	4.6518e+06		4.24719e+06	4.33247e+06	727032		4.1372e+06	4.69164e+06	2.16663e+06	4.2898e+06		2.43532e+06	2.50644e+06		3.78698e+06	3.72666e+06	3.86516e+06		3.86201e+06	3.79985e+06		1.09166e+06	1.17413e+06				
Q9BYD2	Q9BYD2		MRPL9		19841.9					25008.5		66949.5																92836.8				
Q9BYD3	Q9BYD3		MRPL4		131903					160375																						
Q9BYD6	Q9BYD6		MRPL1		158380	238421	231143			133778	255549	279031	237558	177199	216201	211270	154461	191150	292344	249827	276227	246688	307287	259117	274159	289574	244462	266675	210483	273956		
Q9BYG3	Q9BYG3		NIFK		166177					179032				175608	103978	165420	155152	194898	168859	153641	146076	162560	143273	160329	147453	160814	137702	136413	139966	163105		
Q9BYJ9	Q9BYJ9		YTHDF1		29487.8					29876.6																						
Q9BYN8	Q9BYN8		MRPS26		16512.3					35525																						
Q9BYT8	Q9BYT8		NLN		333631	1.21902e+06		1.0491e+06	1.06074e+06	177672			1.145e+06		1.05722e+06		762486	777921	797925	753151				727984			876855	969025	863463			
Q9BYX7	Q9BYX7		POTEKP		128799					66558.2		31952.9		91155.9		53437.2					20391.3											
Q9BZE1	Q9BZE1		MRPL37		39049.2					34750.3																						
Q9BZE4	Q9BZE4		GTPBP4		1.08522e+06	1.83265e+06	1.7704e+06	1.89857e+06	2.10777e+06	896387	1.97239e+06	1.82224e+06	2.02684e+06	1.91027e+06	1.82526e+06	1.65576e+06	1.83064e+06	1.77846e+06	2.02241e+06	2.15629e+06	1.96214e+06	1.90631e+06	2.13512e+06	2.07121e+06	2.02908e+06	1.96569e+06	1.81941e+06	1.95964e+06	1.7313e+06	1.92458e+06		
Q9BZG1	Q9BZG1		RAB34		79023.5	102012	173340	91606.1	99162.2	81017	103528	112919		161448	98648.4		141241	133316		104568	122859	103723	101020	121970	95167.2	93520.1	165666	121685	134304	125043		
Q9BZH6	Q9BZH6		WDR11		59163.9	79476.2	78025.7	55988.2	57628.6	69463	51562.5	67207	61078.3	53572.9	83225.9	57605.2	75645.7	80086.3	70711.5	68656.7	53521.4	52751.1	70876.7	71236.5	60133.4	62115.8	65586.8	76936.3	79832.8			
Q9BZI7	Q9BZI7		UPF3B		27317					24457.2												27824.9										
Q9BZJ0	Q9BZJ0		CRNKL1		28634.7		38410.1	50586.7	36513.1	28171.4	31635.3	25464.2	27457.1	18734		17756.6	33194.8	21895.5		27886.3	25789.1	29624.2		25568.4	20968.2	19038.9		45122.1	52889.6			
Q9BZK7	Q9BZK7		TBL1XR1		71256		93904	62247.7		61099.8	74362.4		74268.1	59979.7	97964.7	61669.3		58241.6	115475	91144.7	95689	102341	57330.6	107209	74112.4	94480.2	63491	65971		75888.8		
Q9BZL1	Q9BZL1		UBL5		1.19757e+06	7.67916e+06		5.54072e+06		789034		4.88062e+06		2.21435e+06		1.32748e+06	2.25935e+06	2.20342e+06	2.04692e+06	2.09379e+06	2.06017e+06	2.153e+06	2.29083e+06	2.07553e+06	2.23488e+06	2.17463e+06	2.52252e+06	2.15012e+06	2.26162e+06			
Q9BZX2	Q9BZX2		UCK2		54804.9					60993.3					75924.3	52889.6			68923.8	62292.2	76627.5	96613.8		70677.7	87336.5		30232.2					
Q9BZZ5	Q9BZZ5		API5		1.34876e+06	1.2821e+06	1.21767e+06	1.20925e+06	1.23392e+06	1.20033e+06	1.32466e+06	1.31339e+06	1.17515e+06	1.4435e+06	1.31628e+06	1.40482e+06	1.37119e+06	1.36958e+06	1.40088e+06	1.43265e+06	1.43534e+06	1.37767e+06	1.38857e+06	1.4389e+06	1.44756e+06	1.43833e+06	1.30673e+06	1.31797e+06	1.32162e+06	1.26582e+06		
Q9C0C2	Q9C0C2		TNKS1BP1		44241.2					41355.2																						
Q9C0C9	Q9C0C9		UBE2O		81216.6					46721.4																						
Q9C0E8	Q9C0E8		LNPK		25011.7					19517.8																						
Q9C0J8	Q9C0J8		WDR33		20904.6					27478.6																						
Q9GZL7	Q9GZL7		WDR12		175858	548302				128690	462993	508877	371119	246950	496962			261681	284558		267964	148880		263460			222495	192067	172200	189801		
Q9GZN8	Q9GZN8		C20orf27		63387.1					54566.9		96094		192828	336898	210902	191810		37086.3	46843	48585.2	50580.4	52857.8	22901.1	45763	36896		286454		297487		
Q9GZP4	Q9GZP4		PITHD1		92208.9					99683.7					96241.7				174139	115810			175244		199833	151603				152850		
Q9GZP8	Q9GZP8		IMUP		392264	481978	458164	514028	489883	453902	472861	526261	458816	520427	416056	529002	560234	572795	626930	580857	626990	617553	608042	660500	605601	596764	573320	573474	560371	555279		
Q9GZR2	Q9GZR2		REXO4		78256.5					66375.5									74509.2	97754.8	83652.5	87042.2	86234.7	80691	86229.7	102417	66868.8	83230.6	93525.7	90298.9		
Q9GZR7	Q9GZR7		DDX24		72672.7	167384	130447	157649	96431.4	67282.9	186007	156810	143437	194830	135409	197703	204066	153874	142358	138607	131820	134614	141170	153807	145113	126547	152728	138580	126105	145536		
Q9GZS1	Q9GZS1		POLR1E		21260.8					20461.7																						
Q9GZS3	Q9GZS3		WDR61		77728.8					85762.3						60969		58375.9	62853		55167.7	53457.4	71350.3	43579.9		63118.7	40501.9			56648.6		
Q9GZT3	Q9GZT3		SLIRP		396197	284025	357652	369489	295253	356586	315450	337220	278415	359959	371693	366142	409877	348303	445214	388148	400015	384673	359303	353576	369326	371953	385464	382409	357671	437550		
Q9GZT8	Q9GZT8		NIF3L1		34551.3					40753.9						57658.1			144742								53971.5	32974.8		38686.5		
Q9GZU8	Q9GZU8		PSME3IP1		74139	59980.5		66053		72020.8			58843.2				67127.4		54611.4		63069.1		61166.3	35477		82457.6						
Q9GZY8	Q9GZY8		MFF		48424.4	70052.3			65784.4	36353.5	68164.7	75775.2	79107.9	80575.8	78303.3	76402.6	79441.9		64221				56720.5	72950.5		72742.7	65193.4		84485.6	64471.1		
Q9GZZ1	Q9GZZ1		NAA50		161447	220922	175427	187445	183516	175466	185645	180682	185885	183280	179920	227669	200259	176683	212179	235541	228954	230974	204491	215637	232739	210714	188701	219629	172521	192181		
Q9GZZ9	Q9GZZ9		UBA5		38868.4					30951						149235												168404		184960		
Q9H061	Q9H061		TMEM126A							43002.9				134566			134774	116364			83411.9		76406.2	97731.7			148114		109884	142854		
Q9H074	Q9H074		PAIP1		307923	725177	677191	711909	703673	297242	694851	703865	619022	477602	713178	558514	599645	517864	653899	628670	581578	635242	631778	684342	692618	605201	541105	591844	527098	567321		
Q9H078	Q9H078		CLPB		657874	1.05401e+06	1.3655e+06	974283	1.12778e+06	569324	990497	989583	1.10628e+06	1.62154e+06	885057	1.93356e+06	1.57352e+06	1.47855e+06	987547	1.11995e+06	1.008e+06	1.04133e+06	1.0981e+06	919342	1.01769e+06	992384	1.36257e+06	1.42728e+06	1.41748e+06	1.37768e+06		
Q9H089	Q9H089		LSG1		76098.5	81324.7				61461.3			116412		103873	99605.9		110089	115001	127801		134839	128378	126395	123689		112056			123918		
Q9H098	Q9H098		FAM107B		14121.5					15421.7																						
Q9H0A0	Q9H0A0		NAT10		243778	265873	295390	265192	265068	225596	273858	293835	299597	280101	241977	320008	311641	304636	324976	344159	320391	367806	329305	315417	357213	336569	273153	308480	295955	290496		
Q9H0B6	Q9H0B6		KLC2		24263.5					23339.5			125881	62756.2			50711.9		20798.8		34699.2			34034.9								
Q9H0C8	Q9H0C8		ILKAP		42340.8		193779	235626	267653	59562	224727	233191	221621	96177.7	181931	104887	90523.6	105348	196941	162714	157663	157111	130625	172060	135575		90680.7	85709	88822.6	73776		
Q9H0D6	Q9H0D6		XRN2		37969					31037.2	49404.2	64591.3		41152.5		45035.4	27073.8	36910	68323.9	49685.1	62533.9		52870.4	54091.4	68684.3	43783.3	67029.3	59285.8				
Q9H0L4	Q9H0L4		CSTF2T		7066.75					8480.39																						
Q9H0R4	Q9H0R4		HDHD2		67184.9				499786	58753.1		552517							411655		391764		491647	407785	404054	417999	330065	329115	368393			
Q9H0S4	Q9H0S4		DDX47		83347.3	73950.7	84981.3	71574.7	73497.6	87884.2	84127.5	80398.3	63157.7	83034.8	68176.6	85693.6	97797.9	85230.5	102098	101999	89926	85405.4	102792	85805.7	93244.1	79255.9	94942.2	89965.4	101552	145730		
Q9H0U3	Q9H0U3		MAGT1		169990					155877									244516									283537	269870			
Q9H0U6	Q9H0U6		MRPL18		65850.5	41999.3	65417	37624.7	56619.8	62841.8	50164.1	50662.2	60884.9	62293.4	61222	88206.3	61986.9	73967.5	73026.8	74800	84136	78844.9	77491.2	100745	77026.5	75285.9	95854.5	93138.2	82066.2	107939		
Q9H0V9	Q9H0V9		LMAN2L		39121.1					39662.4																						
Q9H0W9	Q9H0W9		C11orf54		105498	117926	86965	107788	101383	73480.3	119025	130832	128172	124228	119920	129327	121434	113006	125857	100281	95164.8	132165	120793	122389	107576	100909	125720	107821	112048	111292		
Q9H0X4	Q9H0X4		FAM234A							17003.7																						
Q9H1A4	Q9H1A4		ANAPC1		9172.99					9864.17																						
Q9H1E3	Q9H1E3		NUCKS1		667587	773738	770817	817723	647915	630616	817321	751116	818206	789109	838408	719551	834239	743400	549056	519274	555433	531503	503513	569693	536280	560254	742726	767088	776533	722347		
Q9H269	Q9H269		VPS16		35023					25854.6											301044											
Q9H299	Q9H299		SH3BGRL3		1.34273e+06	1.73517e+06	1.63733e+06	1.59904e+06	1.65037e+06	1.26931e+06	1.75156e+06	1.65868e+06	1.68695e+06	1.42379e+06	1.76027e+06	1.45345e+06	1.39447e+06	1.39186e+06	1.26809e+06	1.25862e+06	1.33785e+06	1.24752e+06	1.28892e+06	1.27081e+06	1.30865e+06	1.40536e+06	1.38968e+06	1.38075e+06	1.28991e+06	1.35792e+06		
Q9H2G2	Q9H2G2		SLK		444452	562904	839164	612812	617652	211416	620167	615858	633770	519354	670059	693382	675095	675841	438944	436116	398451	370799	424369	408350	495954	506048	856867	787489	720185	1.01329e+06		
Q9H2H8	Q9H2H8		PPIL3		1.22011e+06	2.08374e+06	2.92848e+06	2.76891e+06	3.17802e+06	1.06687e+06	3.02e+06	3.31687e+06	2.58643e+06	2.36496e+06	2.70379e+06	2.14863e+06	1.94623e+06	2.45692e+06	1.97643e+06	2.15169e+06	1.98815e+06	1.83194e+06	2.23199e+06	2.27781e+06	2.43347e+06	2.16051e+06	1.358e+06	1.68947e+06	1.92794e+06	1.37269e+06		
Q9H2H9	Q9H2H9		SLC38A1		196062	252107	553676	274683	321058	184071	289822	610182	294384	709552	306150	227314	197370	192133	201330	192168	166740	177488	193980	188513	182467	204567	166158	159545	164783	160948		
Q9H2J7	Q9H2J7		SLC6A15		226171	375364	340346	416829	423431	269624	388824	403599	379806	431429	364071	407057	400471	398445	382877	383193	309478	407297	317246	416620	373291	309895	317162	347829	420203	323532		
Q9H2M9	Q9H2M9		RAB3GAP2				99282.5			143370	116901	432205	1.07738e+06		112479		820527					228566	846077	220477	222408	201386		737354	861542			
Q9H2U1	Q9H2U1		DHX36		189290			892683	890018	149248	976472	974361		186116		179622	164371	165309	191976	181603	182750	181281		194344	213382	167804	184541	178809	169266	161235		
Q9H2U2	Q9H2U2		PPA2		198610	234417	199312	214471	217200	170697	218060	228944	225509	213811	220151	231644	226724	207584	245818	238233	229353	232243	215297	225788	227491	215833	184311	202997	195893	181154		
Q9H2W6	Q9H2W6		MRPL46		330507	810402	865842		652654	331617		648651	993287	581367		464895	553057	435262	752435	731552	617298	683585	671520	689591	599868	741975	301754	323018		305671		
Q9H307	Q9H307		PNN		358547	321108	321108	371573	311513	321103	280411	327987	338062	439687	319033	421525	482020	423138	373548	392175	410017	428877	393485	369411	458576	362799	400740	430755	390532	363837		
Q9H330	Q9H330		TMEM245		101075				182206	129032						129026			127349				137189					147902		118199		
Q9H3G5	Q9H3G5		CPVL		65992.8					74419.1																						
Q9H3H3	Q9H3H3		C11orf68		170368	1.00387e+06	797395	824836	865546	418385	879847	839672	994012	676998	966904	708870	819362	699062	775407	764635	748548	752079	736935	716012	660161	746186	663165	779011	731971	772883		
Q9H3K2	Q9H3K2		GHITM		150530	150944	108576	193229	201143	160437		106000	165985	162786	186977	190496	189848	239691	179056	197606	213336	182069	202085	143952	235811	193752	160269	217155	200490	174447		
Q9H3K6	Q9H3K6		BOLA2B		156995	151977	125535	137636	151679	170484	88421	120858	110402	107702	117581	142233	119805	151265	77292.7	53899.6	77986.9	108610	50563.5	40261.1	113893	70887.7	126689	138542	144164	133907		
Q9H3N1	Q9H3N1		TMX1		363543	399925	399996	382306	373414	305501	395281	422888	459984	374747	386284	381495	382439	350012	425109	407079	415379	446905	414724	419795	384156	420870	401727	417914	416556	448805		
Q9H3P7	Q9H3P7		ACBD3		56540.2	63671.8	48350.2	45244.1		59018.3	57985.5		51027.1						42435.1	59636.5		66716.1	62647.1	57247.6	59410.8			33644.1	76930.8	58982.7		
Q9H3Q1	Q9H3Q1		CDC42EP4		29014.7					23884.2									175798				153575	135472								
Q9H3U1	Q9H3U1		UNC45A		156489					109268	143185					139245	123173	174780	101774	105728	93654.8			97361	156033		244898	253327	240020			
Q9H444	Q9H444		CHMP4B		75519.1	81082.1	98755.8	83725.7	73215.6	73628.6	101254	92330.9	75583.7	86230.4	87521	86329.9	86589.7	76426.4	78145	87303.1	71077.8	60867.7	77014.2	76019.4	72815.9	75261.3	88850.6	60013.4	68427.5	35601		
Q9H488	Q9H488		POFUT1		41763.1				15092.5	54397.4						40258.8	54820.5	49234.9		30328.2		22293.6			27478.2							
Q9H4A4	Q9H4A4		RNPEP		399625	420645	431956	457406	393905	427803	367214	357192	359495	461409	351466	410415	424445	350062	455082	391767	425675	371615	386360	383432	357861	423003	446702	399013	368680	454783		
Q9H4A6	Q9H4A6		GOLPH3		12395.7			54933.5	37242.3	10799.4		48580.9		67240.9		67765.8	57520.5				21951.6	22849.4	31281.2		15569.9	23505.6		67374				
Q9H4B7	Q9H4B7		TUBB1		80417.4	711039	673126		747132	112213	733131		678833	1.16357e+06		758134		1.00103e+06										1.03352e+06	1.07338e+06			
Q9H4E5	Q9H4E5		RHOJ			327979									346176																	
Q9H4G0	Q9H4G0		EPB41L1		20971.9					19932.7																						
Q9H4M9	Q9H4M9		EHD1		103056	152996	170783	167533	162229	72994		126601	140540	75241.5		104726	78279.5	60271.7	110784	123291	116612	126880	113691	100332	138105	143210	142701	200526	247745			
Q9H583	Q9H583		HEATR1		107533	85312	115086	96952.6	94332.6	96080.9	114520	83321.5	115753	101838	138027	86513.2	106133	86354.5	101093	92739.4	87070.1	94523.7	74061	99711.7	95774.9	91301.8	88944.7	72105.6	93921.2	80629.8		
Q9H5Q4	Q9H5Q4		TFB2M		614818					257035				1.84066e+06					2.4203e+06		2.10754e+06	2.13338e+06	1.86947e+06	2.11696e+06	2.0755e+06		865424	935136		896474		
Q9H5X1	Q9H5X1		CIAO2A		17974.5			41531.6	35860	19215.8			50041		63171.5	40672.4		41826.7	42289.1			35985	20334.5	55529.7	44812.1	45876.8		11567.1	26200.1	33170.2		
Q9H6F5	Q9H6F5		CCDC86		243530	1.09128e+06	994440	888250	878188	215908	897772	944057	1.02296e+06	237820	847565	276541	231465	236167	252697	217622	226199	230091	233083	228754	217696	206758	265502	268807	242619	249772		
Q9H6R4	Q9H6R4		NOL6		35731.6	77966.7	18905.2	77186.6	57379.5	31442.5	33992.7		56774.2	67169.3	27475	40217		56990.4	28809.2	30099.8	29567.4	27461.1	29868.2	23210	36656.9	31157.6	364178		43826.6	379848		
Q9H6T0	Q9H6T0		ESRP2		16267.3					11281.6																						
Q9H6U8	Q9H6U8		ALG9		6198.58					5930.9																						
Q9H6Z4	Q9H6Z4		RANBP3		68907.3	97419.6	90613.9	101250	89148.6	57357.6	82818	78085.8	97043.7	96331.7	92755.1	75815.6	83235.2		63800.8	62723.8	78739.3	79943.5	63761.2	68221.3	80023.1	73826.7	86072.8	66068.4	49381.8	59143.8		
Q9H773	Q9H773		DCTPP1		70863.9	54247.7	75387.6		40208.3	72873.5	61972.9	48409.1	57016.5	99492.4	42363.1	86158.9	70154.1	87166.4	57457	62121.5	54667.1	62153.6	80541.1	66855.1	72524.6	60908.5	72214.1	62919.4	68972.1	49278.5		
Q9H788	Q9H788		SH2D4A		241952	710254	847379	677015	659729	215441		608267	788118	421702		538312	440361	553230	361276	339783	349797	383979	436831	424959			814349	791913	597938	950132		
Q9H7B2	Q9H7B2		RPF2		272841					177756				2.39394e+06		2.47297e+06	2.42592e+06	2.4248e+06	3.09188e+06	3.1376e+06	3.11275e+06	3.29682e+06	3.50833e+06	3.29748e+06	3.30442e+06	3.19085e+06	421262	407810	433283	407855		
Q9H7E9	Q9H7E9		C8orf33		131063				423361	60702.2						316511		325700	287175	137397	149884	202493		147212		137457		346651		350224		
Q9H7Z7	Q9H7Z7		PTGES2		94522.3			201693	220673	66940	198241			170799	239871	178958	172248	172055	197531	181735	192667	190768	196330	193997	152694	194486	131564	131530	141801	116230		
Q9H814	Q9H814		PHAX		29668.6					57149.3						150116	131083	152880		185227							148648	140295	151126	156190		
Q9H832	Q9H832		UBE2Z		151038				256772	165103			112003	62891.4	152380		72110.1	84199.6	92452.9	83229	76307.6	112850	120559		141648	74639.2		132718				
Q9H845	Q9H845		ACAD9		112557	183143	179823	92063.7	111750	116945		196038		100016		127655	124269	126255		167030	137285	135753	138150	148375	130110	108883	87179.3	130788	111118	105909		
Q9H853	Q9H853		TUBA4B		1.05746e+06								262838	345400		289484	298145	293838	316478	327872	324447	322549			364634	291117	339288	314498	323926	299711		
Q9H8H0	Q9H8H0		NOL11		149464	299910	294223	358767	312973	136863	260792	327321	333227	314145	287542	302637	274523	272859	306896	276436	270520	301041	274074	281338	295660	303606	336557	340345	326506	313348		
Q9H8H2	Q9H8H2		DDX31		40333.9		56861		29585.5	32928.8	90043.1		98532.5	98040.1	58338.6	91735.2				97815.8	149273						63861.9			87712.3		
Q9H8H3	Q9H8H3		METTL7A		113576	381710	401903	354537	474707	110482	412492		511846			308630	387092	474670	571495	701616	478084	628186	730469	498037	616811	558047		886178	652817	906908		
Q9H8Y8	Q9H8Y8		GORASP2		238579	325893	313064	364316	339641	182126	357363	394109	363626	407509	320867	385935	377738	373752	434818	412864	419387	411273	427557	439648	459049	394888	296975	309606	291850	308592		
Q9H910	Q9H910		JPT2		502012	581866	583947	518867	557443	549838	578084	528878	580429	642099	540021	619645	672919	589286	671827	685130	671540	660339	576919	623351	667040	714693	621057	666078	637276	652038		
Q9H944	Q9H944		MED20		61813.6					58316.7										215812												
Q9H967	Q9H967		WDR76		40241.3	308427		292255		40387.9				152581	296808			156376	109177									293552	283464			
