Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
Q14240	Q14240		EIF4A2		47578.1	40580.9	40869.9	45931.2	43696.7	83496.5	47663.7	87071.4	35657.8	65191.4	40592	82560.3	85638.1	69070.2	96674.9	92224.6
Q14244	Q14244		MAP7							43321.2		47191.1		48301.1		47359.3	46054.7	46238.1	48419.9	47136.9
Q14247	Q14247		CTTN		575758	563828	602262	563431	566331	686723	592253	642212	584424	607235	587190	622112	679666	694366	683191	701933
Q14254	Q14254		FLOT2		36915.7	35346.9	39310.3	39827.6	36830.1	41739.4	35941.9	43620.5	37921.9	43124.4	38843.6	44858.2	42467.6	42140	42587.1	42219.9
Q14258	Q14258		TRIM25		51353.7	50261.3	56758.7	49640.7	48981.4	63683.1	49636.3	64141.4	48376.9	61730.3	41727.3	73732.1	64712.9	62454.8	65763.3	70050.1
Q14315	Q14315		FLNC		129132	128955	128541	127938	125477		124127		125798		128729			39108.6	32719.1	
Q14331	Q14331		FRG1		20035.7	17369.4	19699.8	19615.2	21515.5	104602	14302.3	117588	16227	118564	18748.1	138764	61468.5	52593.5	83912.6	57571.4
Q14444	Q14444		CAPRIN1		192589	183836	184667	188555	175309	114226	187463	112108	188777	113108	183235	120207	111797	121319	115868	120284
Q14493	Q14493		SLBP		28012.6	35439	30022.6	29034.5	30065.6		29562.2		31961.5		27023.4	4283.08		3538.23		
Q14498	Q14498		RBM39		195755	204124	201882	199973	193346	147577	198584	148451	196267	148910	190601	150349	149817	145276	164218	151148
Q14558	Q14558		PRPSAP1		52006.6	47702.6	45609.4	53479.5	49904.4	45719.1	41029.2	50131.4	44949	42684.3	42090.7	40964.6	42924.5	44803.8	50864.7	46155.6
Q14566	Q14566		MCM6		147549	145385	150727	150404	146189	83151	143817	85919.3	147413	89541.9	146096	85469.4	84091.2	93248.9	89388.2	85193.2
Q14568	Q14568		HSP90AA2P				244281		23996.1	126559	30310.1						394942	63950.8		393649
Q14573	Q14573		ITPR3							34860.2		36868.2		34763.8		39503.8	33687.9	33243.2	32535.4	32241.4
Q14624	Q14624		ITIH4		58046.3	60614.3	72267.4	72529.1	69382.4	312516	63922.6	261891	64969.7	230920	82469.8	240925	405497	411371	403134	399944
Q14677	Q14677		CLINT1		50643.6	52831.9	47707.5	47515.6	43884.3	33682.8	49817	37314.3	50048.1	28271.2	49897.4	38001.7	44173.1	41208.4	33121.6	31962.7
Q14683	Q14683		SMC1A		58329.3	57606.6	60457.8	56871.1	60470.6	58451.3	58965.2	62412.7	63554.6	62723.6	61697.4	58880.9	64753	59751.1	66755.3	58219.7
Q14690	Q14690		PDCD11		155745	188929	165069	186395	170409	270879	144024	268632	149454	264413	158092	260633	241935	241251	262043	240435
Q14694	Q14694		USP10		64849	53710.5	63161.5	59994.9	50281	24504.2	41249.3	17684.2	46703.2	21209.3	44728.2	21951.1	16923.7	21964.5	13301.5	20101.8
Q14697	Q14697		GANAB		140116	141357	137524	142517	143623	513847	135893	514179	136923	533659	144232	512804	519862	507085	515881	505908
Q14739	Q14739		LBR		81004.2	80494.8	62192.7	61362.4	66113	85897.6	62495.4	84277.5	69764.5	102575	61789.4	83745.5	82630.7	88199.3	92305.6	83589.1
Q14839	Q14839		CHD4		47154.8	48074.8	46730.1	46667.6	46357.2	53464.4	47915.4	46412.9	51366.3	49807.5	50845.3	55479.4	52697.4	49762	52171.7	51142.6
Q14847	Q14847		LASP1		151712	142639	149334	150606	152343	158989	135595	152615	147925	151610	151879	152068	151646	143702	154674	158630
Q14914	Q14914		PTGR1							116293		103770		108303		102908	107926	117848	105007	109042
Q14974	Q14974		KPNB1		287901	275959	292533	271742	285100	238484	292008	225717	286067	233014	270851	246605	237555	236418	223711	231436
Q14978	Q14978		NOLC1		117382	118192	120535	116851	119000	100727	117146	96763.6	117806	103830	117537	96806.1	102809	102279	101268	101856
Q14980	Q14980		NUMA1		40331.6	40245	37329.7	38539.1	38903.9	48584.4	40079.7	48311.9	37296.3	45216.1	38203.8	47012.7	49522.3	48771.7	47252	48198.1
Q14C86	Q14C86		GAPVD1		69375.3	67148.5	65437	66950.5	68246.2	57772	65007.9	60688.2	61220.9	54667.7	61888.5	51861.9	53575.7	54996.7	53651.7	57635.6
Q14CX7	Q14CX7		NAA25		10216.2	8360.53	8976.23	10274.2	9704.4	9721.09	9385.49	9773.14	10483.4	9082.17	9021.33	8707.03	12053.3	6306.21	9103.98	7380.74
Q15003	Q15003		NCAPH		41870.4	42479.2	38176.8	38206.5	40925.3	28756.5	39177.3	26633.3	37733.4	18130.9	35946.5	26836	25571.8	28845.1	29190.3	23906.5
Q15006	Q15006		EMC2		27078.1	28733.1	26083	21201.5	26271.6	40652	22883.3	23203.5	26402.5	27446.3	23183.9	32636.1	33936.2	38271.3	24166	27966.3
Q15007	Q15007		WTAP		12363.8	11609.2	13035.5	15507.5	11524.5	2473.88	11380.4	3115.38	14975.8		9826.9	2498.81	2310.41	1541.6		
Q15008	Q15008		PSMD6		169580	156938	161759	168264	157411	85834.2	166043	86698.3	164120	76963	167673	80196.4	83119.2	78996.3	84166.8	76554
Q15019	Q15019		SEPTIN2		53516.3	60599.9	53762.9	46477.8	60826.4	48517.1	42921.7	53511.5	58563.6	48435.5	43733.6	58957.1	51308.3	59291.1	53611.6	50810.8
Q15020	Q15020		SART3		26054.1	28514.7	27077.3	30564.2	26894.3	27460.5	27769.8	29444.9	26947.9	24416.5	25692.6	30282	25632	24983.9	27098	26866.5
Q15022	Q15022		SUZ12		22456.5	21405.2	20213.5	23609.6	22661.5	13025.5	21060.9	9491.17	20869.2	8833.3	21162.5		10791.4	12343.1	16221	12392.4
Q15029	Q15029		EFTUD2		109833	111131	110286	104516	102465	65506.6	102802	66567.8	104525	68416.4	105710	63380.3	72943.2	70098.4	71251.4	71320.4
Q15046	Q15046		KARS1		145266	145331	156780	149323	146372	133782	157714	130572	153205	137105	158378	128703	141438	133436	139518	131724
Q15050	Q15050		RRS1		28327.3	26392.5	32729	31594.8	26869.3	23474.9	31833.3	26389.4	31113.3	23482.3	29507.6	24933.1	26433.6	25566.6	29535.2	26638.8
Q15056	Q15056		EIF4H		193744	216419	165084	204008	206135	143454	163857	163225	166207	146373	176990	139810	132880	117767	128853	128939
Q15061	Q15061		WDR43		72469.2	73484.7	89535.5	67815.7	70605.5	43183.3	90492.7	43911.9	87386.8	46906.7	90558.1	45284.6	52125.9	52458.7	56276.7	54210.1
Q15063	Q15063		POSTN							65847.6		60184.3		59074.1		57161.8	62213.8	61351.2	59100.7	57195.9
Q15084	Q15084		PDIA6		83519.5	63894.8	73023.3	62094.6	58099	201931	74970.9	196919	61807.5	221593	60979.2	198934	177119	190723	173712	194936
Q15102	Q15102		PAFAH1B3		627229	634887	614845	634347	674246	119721	624291	111342	663209	63861.3	634562	97197.2	115416	127678	58037.7	71671
Q15149	Q15149		PLEC		94093.9	88202.6	95711.7	87305.2	86290.2	333559	94506.8	338936	91033.2	329308	98112.5	335797	338946	336380	340427	343330
Q15181	Q15181		PPA1		419376	392595	420257	423743	389084	289834	422766	308891	383147	281103	405471	290943	299423	280681	292935	286549
Q15185	Q15185		PTGES3		1.35892e+06	1.27513e+06	1.29136e+06	1.33316e+06	1.30325e+06	804901	1.28537e+06	820063	1.32705e+06	754167	1.33475e+06	836992	831389	818995	846451	826279
Q15233	Q15233		NONO		454081	454817	473598	472455	439216	324502	466718	358587	457761	338652	451826	347515	374445	357366	358901	319466
Q15257	Q15257		PTPA		42139.6	50245.2	42443.6	52901.6	45372	58574	45209.6	62681.2	47751.6	56555.6	45629.1	63303.4	63533.9	62556.6	75994.2	53439.3
Q15274	Q15274		QPRT		9976.71	11643.2	10426	10903.1	10734.6		9736.04		9961.66		9871.47					
Q15287	Q15287		RNPS1		9911.91		11034.5	3793.68	3628.33		8899.26	2661.71	7871.81		8039.59				4234.35	
Q15293	Q15293		RCN1							225768		239192		238200		233560	233192	235575	241270	242520
Q15363	Q15363		TMED2			5476.95				41108.7		43341.5		45292.8		40426.2	47411.2	44152.6	46310.3	45396.5
Q15365	Q15365		PCBP1		806030	811714	809804	791308	839409	575894	782842	561732	796979	574057	792815	571527	587688	549431	595067	578729
Q15366	Q15366		PCBP2		332789	318185	327423	326677	337077	337647	322977	318006	341064	332945	329249	348586	328082	321538	324013	331526
Q15369	Q15369		ELOC		47346.4	46456.9	55231.7	43815.5	39847.3	20393.7	48893.9	31143.7	52085.7	31607.7	52180.4	26775.7	21370.7	24852.7	16947.7	24447.1
Q15370	Q15370		ELOB		214347	208748	214111	214816	200864	85924	207999	86432.5	193648	86252.3	204591	96785.2	94147.9	87432.3	87884.3	98060.5
Q15382	Q15382		RHEB		42218.2	38602	48239.2	42093.3	35569.8	21596.2	47567.1	21796.4	42461.7	13097.6	43893.3	23543.7	23165.2	15945.2	22822.4	16050.7
Q15393	Q15393		SF3B3		120368	122856	118725	121680	132193	81610.4	118776	74816.2	120332	80172.4	125513	82041	76104	79165.5	75215.6	74621.5
Q15424	Q15424		SAFB		152926	160385	151919	156056	166498	85708.2	164271	86045.9	160830	93589.8	163151	99069.4	89123.2	89426	95423.5	91345.2
Q15427	Q15427		SF3B4		86015.7	86439	84296.5	95161.6	80543.8	48177.8	79308.3	52043.6	78390.6	45822.1	80602.3	50094.4	42054	52905.2	44774.6	49529.2
Q15428	Q15428		SF3A2		113426	112606	119814	109630	101613	52440.1	111161	51271	115599	48143	119359	48904.9	47992	47787.8	50104	52750.6
Q15435	Q15435		PPP1R7		13030.3	15980.8	15941.8	15716	14163.7	11000.2		9707.73	10507.2	9767.49	11927.1	12436.8	10142.1	8097.75	11302.9	10136.3
Q15436	Q15436		SEC23A		31875.4	33249.5	29421.7	28790.8	34151.6	50946.9	38122.9	54435.9	31191.2	59830.4	31237.3	57486.3	57816.7	59511.4	53794.5	52831.4
Q15459	Q15459		SF3A1		115128	111428	115627	112458	111603	73813.8	111708	74875.2	112592	80908.7	113960	75117	71183.7	74172.9	71021.7	73824.3
Q15555	Q15555		MAPRE2		271550	262256	163161	260169	259360	237643	161265		170328	266891	167092	244987	115101	151504		158596
Q15631	Q15631		TSN		131802	115985	116005	120887	120416	73124.4	111966	76518.6	119516	74675.1	119481	69701.5	68478.4	72693.2	69194.4	73338.1
Q15637	Q15637		SF1		80940.6	87360.1	80847.5	83231.8	85319.5	115727	73662.4	107575	80977.3	99796.8	78931.7	101288	84810.2	81922.2	100453	87516.2
Q15645	Q15645		TRIP13		34333.5	35174	33322.5	34336.1	31440.9	43051	32650.3	45492.4	28415	39886.2	33663.7	43062.9	44777.7	38752.9	43803.2	44291.1
Q15654	Q15654		TRIP6		36104.4	35478.5	35740.4	35066.6	31215.9		37214.5	8933.81	34300.7		36582.2	12331.6	12679.5			11460.4
Q15691	Q15691		MAPRE1		530976	456994	461041	459349	456399	412448	450595	373813	440153	427663	418946	369360	408797	394306	424134	395270
Q15717	Q15717		ELAVL1		266336	262616	266382	265460	273846	199741	265711	186951	274546	189402	265448	200050	206403	204552	204878	201733
Q15758	Q15758		SLC1A5		51395.7	49728.4	52175.8	48724.8	45579.8	45365.7	47469.7	46001.3	46218.9	41659.4	47889.9	45436.6	44270.8	49618.8	41422.9	48194.9
Q15796	Q15796		SMAD2		20990.4	21703.5	13872.8	22357.5	18266.2	41790.5	16819.4	41768.7	17165	43761	17822.5	34864.8	34091.4	34823.5	39299.7	38263.9
Q15813	Q15813		TBCE		12739.7	11031.1	9217.92	12540.2	8396.23		9531.75	3633.07	11783.5		7662.99					
Q15814	Q15814		TBCC		66298	84795.7	82409	81878.7	77134.1	56454.5	73090.1	45966.6	77008.1	48359.8	70621.4	52439.1	37021.7	36919.9	51980.3	49302
Q15843	Q15843		NEDD8		69076.8	69356.8	68868.5	82590.5	82370.1	119525	69110.6	122839	65465	129951	93700.9	93698.7	104330	116280	85740.6	124125
Q15907	Q15907		RAB11B		187475	176051	175089	177501	176163	224021	176413	225707	175030	224997	179260	214539	227160	224065	230540	234511
Q15942	Q15942		ZYX		35341.3	39051.6	35750.3	31947.5	38322.9	42175.3	31894.8	42183.8	37809.1	40734	37626.6	46267.7	44632	44801.1	49208.2	49463.6
Q16181	Q16181		SEPTIN7		57268.5	54040.6	50189.4	56240.4	53499.6	48941.8	51730	54371.9	52404.9	55850.5	52567.6	53753.9	58477.3	59039.7	55976.5	60216.1
Q16186	Q16186		ADRM1		118866	127589	118445	134167	131677	82443.2	119249	86172	124115	79323.8	122377	83096.4	80482.8	83867.8	85324.9	92164.6
Q16204	Q16204		CCDC6		27686.5	31568.3	27631.8	30098.5	27752	16803.9	31882.3	17746.7	27418.8	16129.5	28007.2	16122.2	12963.7	14490.9	15901.6	15575
Q16222	Q16222		UAP1		263119	260442	263929	253850	253657	60870.2	274247	65133.1	271892	68819.6	255738	65767.5	69456.6	60484.4	59693.2	57261.3
Q16384	Q16384		SSX1		30330.8	24740.3	28728.2	30559.2	23735		27402.1		25404		28418.3					
Q16401	Q16401		PSMD5		115839	110477	112987	112582	114252	85756.1	107366	84337.7	110533	85311.1	108198	83947.7	93030.4	85920.1	85811.6	84497.1
Q16531	Q16531		DDB1		178733	175527	183341	177596	179229	183247	178126	183675	175640	191864	176011	193389	189800	191636	186969	192370
Q16543	Q16543		CDC37		248839	233644	243370	244595	241779	133955	243530	138118	245107	149017	250959	150486	129664	125966	142740	144763
Q16555	Q16555		DPYSL2							117016		111528		114107		114926	109912	116155	116700	113212
Q16563	Q16563		SYPL1		10199	7972.04	14099.9		8949.64	34663.1		34470.4		37872.4	10946	35302.7	30858.5	32432.5	38099.9	32037.9
Q16576	Q16576		RBBP7		129132	118569	141656	122857	109406	115952	145168	121326	131273	113159	136836	116255	118987	106932	109353	127044
Q16629	Q16629		SRSF7		279315	281221	260765	276535	278448	250980	285043	248307	219047	286756	264259	261154	274522	261845	274165	261392
Q16630	Q16630		CPSF6		92413.7	87044	100147	85548.1	88437.6	45075.5	95138.6	60105	97075.7	54239.2	91776.8	65274.1	61432.1	61467.2	52549.3	66867
Q16643	Q16643		DBN1		113480	102695	111224	105965	117727	44168.8	102342	60220.3	107239	48284.5	109406	47558.9	38411.2	43931.1	45165.5	43036.6
Q16658	Q16658		FSCN1		492673	522417	492078	487338	503798	223211	506345	210410	519496	216610	504100	214076	223970	225124	230820	221505
Q16666	Q16666		IFI16							35798.9		38944.8		36252.6		34812.3	38446.9	37191.5	40971.1	36492.6
Q16698	Q16698		DECR1		73821.7	72680.2	71198.7	68758	76485.9	80368.9	63568.1	75066.5	68054.3	77814.1	65650	77798.4	81678.6	84824.2	83946.6	84801.7
Q16718	Q16718		NDUFA5		99658.8	87366.7	92830.3	89729.3	95235.7	101884	72478.8	99437.6	80849.1	100641	72563.5	98751	102718	99823.9	97605.2	103826
Q16719	Q16719		KYNU				72628.2		272274	502376		445460		453517	269803	481822	453572	467924	465173	482555
Q16740	Q16740		CLPP		11887	8340.77	16749.1	7913.7	9286.08	16592.7	16873.4	14644.9	13659.9		27992.9	10706.1	20770.8	27798.7	22396.5	
Q16763	Q16763		UBE2S		13308	11179.8	11820.9	10825	12907.4	5236.62	11173.7	2315.12	12953.2	1651.88	11902.6				2260.35	2539.28
Q16822	Q16822		PCK2		23022.3	21219.2	18149.9	22425.5	22030.3	73795.9	20254.2	74965.7	22708.1	75395.3	18781	77792.8	69843.2	71856.8	66695.7	72966
Q16836	Q16836		HADH		82728.4	86688.9	85641.8	80978.6	84695.1	145938	77689.5	148200	82387.1	145385	81715.4	153434	153258	142615	174926	154373
Q16851	Q16851		UGP2		26033.6	25451.9	24013.4	24688.2	24784.8	45806.2	20952.8	42366.4	20570	48607.3	23732	48409.4	41887.7	43966.1	43229.5	39333.8
Q16864	Q16864		ATP6V1F		11605.2	8527.95	10711.5	7022.63	5753.12		4714.35	3099.32	6141.62	2232.41	5271.39		2211.02	2141.54		4164.11
Q16881	Q16881		TXNRD1		149894	145416	158654	151546	155480	261269	154778	266868	152388	277419	151275	248771	273515	266774	281455	263288
Q16890	Q16890		TPD52L1		25053.7	24151.5	24616.3	24417.2	25725.3	21387.2	23233.9		22367.7	19831.2	25521.9	17500.7				
Q16891	Q16891		IMMT		96298.6	97330.8	101831	101200	96998.6	114575	103711	110504	99118.7	104338	98262.8	109129	112725	114230	100519	113240
Q1KMD3	Q1KMD3		HNRNPUL2		377514	373261	376278	371299	354080	338646	383592	346136	367934	334198	391575	352811	368885	336317	372159	362142
Q29RF7	Q29RF7		PDS5A		24269.7	23206.9	22432.1	18406.2	15548.7	22689.8	22595.5	27263.7	22179.4	24530.7	22054.2	21622.3	19332.9	27246.8	20068.5	18776.6
Q2M2I5	Q2M2I5		KRT24			27947.6		31608	9773.06	71145.2		57656	62178.2	47589.2	60592.9	52830.6	93830	98615.3	104842	101648
Q2NL82	Q2NL82		TSR1		73602.3	69779.3	82934.3	70338.2	76049	54070.4	71532.7	47099.1	75458.7	51738.2	81019.3	56329.7	50081	51717.8	58738.9	47727.8
Q2TAY7	Q2TAY7		SMU1		78325.2	69229.6	76515.8	58240.3	70107.7	37132.3	66166.5	30583.3	77189	35744.3	69369.7	31460.7	41404.7	40319.1	49548	36866
Q32MZ4	Q32MZ4		LRRFIP1		27449.2	24909.1	23539	28374.7	28173	32308.2	22944.1	37632.5	25658.9	41332.6	21760.5	42849.2	37971.5	30826.6	33799.3	32791.5
Q32P51	Q32P51		HNRNPA1L2		912118	905633	822327	868604	875807	461988	857002	512660	804121	498122	784172	478458	503326	507290	509110	496938
Q3LXA3	Q3LXA3		TKFC		10113		9351.26	8413.79	7834.16	36234.7	4576.61	33033.7	12295.3	32709.7	9114.74	34009.2	30773.4	32419.5	28539.4	31962.3
Q3MHD2	Q3MHD2		LSM12		31820.5	35211.7	35817.4	38514.7	32475.4	11870.8	31295.2	12016.3	31467.2	11181.5	30479.9	7160.58	10063.1	9142.42	14898.8	10420.5
Q3ZCM7	Q3ZCM7		TUBB8		35443.5		33383.2	30628.1	37594.8	119493	18654.3	91090.2	31810.4	89678.3	18575.5	98015.4	99078.1	119083	98137.1	94902.2
Q3ZCQ8	Q3ZCQ8		TIMM50		55295.3	56943.6	56254	58816.3	57141.5	43864.5	57805.8	41518.9	56412.9	41905.9	58544.5	43090.6	43404.3	41372.4	43539.2	46527.2
Q4G0N4	Q4G0N4		NADK2							8801.35		9483.95		12681.2		10290.5	5211.43	6634.11		9328.11
Q4VC31	Q4VC31		MIX23		61616	63702	53588.1	66099.8	65972.6	46340.1	63760.3	37703.4	57690.7	37336	57817.1	49334.1	36726.1	34475.1	46704.1	29852.7
Q52LJ0	Q52LJ0		FAM98B		46046.6	46268.4	45617.6	48631.5	42587.2	51618	41495.4	54574.2	42687	50234.8	43796.4	53418.6	46124.9	55128.1	51497.9	53918.7
Q53EL6	Q53EL6		PDCD4		16524.6	24558.2	18279.3	15677.6	21349	84422.3	15029.3	78322.7	12380.3	93863.2	20321.6	80788.7	89237.9	67282.6	70042	64748.2
Q53GS9	Q53GS9		USP39		28717.7	13686.5	35704.2	19651.1	26230.5	30482.9	35092.4	25259.7	34466.7	21071.2	35405.9	21704.5	24584.7	26049.9	24511.2	28350.4
Q53H12	Q53H12		AGK		48907.8	44472	44774.4	45459.4	47056.5	23423.2	46284.5	21739.8	48943	23959.6	49071.7	19969.3	19424.6	20490.7	17495.5	20211.9
Q53H82	Q53H82		LACTB2		25690.7	26047.8	24339.6	29159.8	24596.9	23878.3	28163.9	23149.9	29352.9	24199.3	26492	21126.9	13808.1	21056.9	20780.5	27365.6
Q562R1	Q562R1		ACTBL2		1.14929e+06	1.14509e+06	995806	1.1579e+06	1.12201e+06	2.45816e+06	866999	2.34688e+06	881957	2.2157e+06	850262	2.47053e+06	2.33117e+06	2.67422e+06	2.63286e+06	2.3826e+06
Q58FF7	Q58FF7		HSP90AB3P		905314	672946		1.4801e+06	458229	252327	559651	211153	558486	257231	394756	153305	226857	397228	372261	363302
Q58FF8	Q58FF8		HSP90AB2P		31193.1	32760.4		37909.5	25993.7	59072.6	18980.1	66306.2	18331.9	64034.8	35224.3	72996.2	62284.5	37289.3	63787.3	41393.7
Q58FG0	Q58FG0		HSP90AA5P															82727.3		
Q5BJF2	Q5BJF2		TMEM97			3612.63				35675		40528.4		34891.4		42907	39818.8	38986.8	39286.8	38845.1
Q5BKZ1	Q5BKZ1		ZNF326		42070.8	43984.9	43871.5	37748.7	43028.1	22807.3	43022.5	28084.1	38627	30184.1	46301.1	24475.3	26996.2	26377.7	26336.4	31395.8
Q5JTJ3	Q5JTJ3		COA6		55623.6	56039.8	51034.5	55186.6	48619.5	31289.3	50672.4	29825.3	53224.9	27578.1	54653.6	31608.2	27398	17145.5	20080.3	25975.3
Q5JTV8	Q5JTV8		TOR1AIP1		14282	10792.3		15752.6		34591.1	14757.7	38597.9		39463.1	12453.2	35564.3	40692.1	40526.1	35369.4	38800.4
Q5JTZ9	Q5JTZ9		AARS2		14767.8	16910.7	16493.4	18068.1	17036.3	6325.25	13989.5	10333.8	15924.8		13566.7	8677.98	7674.37	9642.33	12187	8802.41
Q5JXB2	Q5JXB2		UBE2NL		421445	430422	409825	401889	404792	289422	427302	283794	375299	273836	425930	283529	273828	265336	300228	269253
Q5MY95	Q5MY95		ENTPD8		96402.8	91136.5	92539	96382.1	103465	148010	86878.2	131791	101810	153015	99894.1	130795	145143	136280	148076	139066
Q5QJE6	Q5QJE6		DNTTIP2		64160	55758.9	59668.7	62576	60928.7	38346.7	59500	35212.6	61376.6	43796.4	61815.8	43885.9	43124.3	36442.2	35745.4	39293.5
Q5R3I4	Q5R3I4		TTC38		2977.82	3557.95	1669.65	2128.06	3406.37	7715.97		7225.74	3125.13	5751.89	1251.92	6157.99	8655.7	6819.73	5814.06	7224.24
Q5RI15	Q5RI15		COX20		20693.1	25117.4	23089.3	22188.5	23372.1	32129.2	25950.6	39504.4	18773.7	32463.4	25210.4	34971.9	37240.8	27065.8	29545.4	31481.6
Q5RKV6	Q5RKV6		EXOSC6		48606.6	49719.1	44066.9	44476	44047.4	30616.1	48148.8	28373.5	44209.5	27020.9	46783	27101.9	30942.6	30426	31098.3	32595.9
Q5SSJ5	Q5SSJ5		HP1BP3		29412.4	31225.6	31357.7	20813.2	30793.1	108890	22543.7	105170	33346.3	108283	30106.1	104467	115338	112729	118570	112991
Q5T3I0	Q5T3I0		GPATCH4		10520.3	12267.8	12028.1	15812.7	12644.6	8976.25	13210.4	10534.9	12684.5	6671.06	13039.1	9428.95	8013.57	5575.3	8876.57	7907.84
Q5T4S7	Q5T4S7		UBR4		76444.9	74979.6	68415.4	67923.7	75722.5	49705.2	66405.5	49377.5	70513.1	40920.3	69265	48338.8	46820.4	34780.6	43891.4	45332.3
Q5T6F2	Q5T6F2		UBAP2		12205.6	5606.15	10630.4	5564.52	13100.1	5549.45	14795	3866.4	11455.8	9006.52	11661.4	5071.86	4647.69	6036.03	3071.63	5790.92
Q5T6V5	Q5T6V5		C9orf64		27250.5	30615.7	35823.2	27223.7	21139.9	31618	32820.1	29795	26924.1	38765.6	27736.8	32216.5	31232.1	30303.9	31733.7	35449
Q5TDH0	Q5TDH0		DDI2		228685	213596	213358	226861	224842	76421.5	210907	84372.2	188999	74900.3	199671	99195.3	61167.2	87807.4	68658.8	67016
Q5TEC6	Q5TEC6		H3-7		388036	375862	378839	316746	353950	2.47366e+07	400820	2.44824e+07	474612	2.49186e+07	449044	2.61195e+07	2.53417e+07	2.54641e+07	2.66331e+07	2.57149e+07
Q5U5X0	Q5U5X0		LYRM7		88355.2	79283.8	91399.7	85335.8	74511.6	105539	105448	167533	109189	122402	104688		129865	132734	91102	114730
Q5VTR2	Q5VTR2		RNF20		8812.63		8358.02	11335.6	10878.3	7031.92	11756.9		11264.5		11123.4					
Q5VU65	Q5VU65		NUP210L			50391.3			49908.4	61003.1		61729.8			49541.1		64205.2	57430	62020.2	
Q5VWZ2	Q5VWZ2		LYPLAL1		36366.6	37094.8	37123	37812.7	39522.8	13517.1	35437.7	14579.8	37929.3		34881.9		16444.7		18695.2	
Q5VYK3	Q5VYK3		ECPAS		77374.9	81277.7	88139.8	77937.6	82544.6	85562.5	83919.4	73475.8	84526.3	82734.8	82908.9	82170.6	86301.4	78145.4	89654.5	75318.3
Q5VZF2	Q5VZF2		MBNL2		75616.9	71591.9	69153.6	77136.9	78224.7	47129	71663.2	49537.3	73219.4	54601.1	72477.2	54194.3	50030.7	60780.9	52518.4	55863.6
Q5XKE5	Q5XKE5		KRT79		27703.9	37386.5			40530.1	249426	7765.48		8881.37	292308				117075	128129	
Q658P3	Q658P3		STEAP3		28704.8	27340.5	28128.2	27969.8	26008.1		31586.5		29358.8		25390					
Q66PJ3	Q66PJ3		ARL6IP4		23201.2	23686.5	23621	30659	19660.7	22182.7	23194.4	22419.4	21002.1	18936.8	24711.3	26066.3	20504.5	19272	23632.9	22670.4
